distance_group,HousePrice
0.09,2941.8654785
0.09,2941.8654785
25.71,2742.9919434
0.61,3215.4899902
0.61,3215.4899902
4.59,5476.5195312
0.86,3187.9338379
0.86,3187.9338379
0.3,4281.3720703
0.3,4281.3720703
0.3,4281.3720703
0.3,4281.3720703
39.77,2132.1550293
39.77,2132.1550293
0.34,3455.9233398
0.34,3455.9233398
0.51,4356.7875977
0.51,4356.7875977
0.51,4356.7875977
0.51,4356.7875977
0.51,4356.7875977
0.51,4356.7875977
0.51,4356.7875977
2.52,2914.6433105
2.52,2914.6433105
0.52,4317.0537109
0.52,4317.0537109
0.52,4317.0537109
0.52,4317.0537109
0.52,4317.0537109
0.52,4317.0537109
0.76,3542.8859863
0.76,3542.8859863
0.76,3542.8859863
1.03,3487.3422852
1.03,3487.3422852
1.03,3487.3422852
1.03,3487.3422852
1.03,3487.3422852
1.38,3869.7287598
1.38,3869.7287598
1.38,3869.7287598
1.38,3869.7287598
36.28,2313.5563965
1.75,3297.3464355
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.4,5134.9155273
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
0.93,4570.3652344
1.41,3465.2399902
1.41,3465.2399902
1.41,3465.2399902
1.41,3465.2399902
1.41,3465.2399902
0.84,3363.4816895
0.84,3363.4816895
0.84,3363.4816895
0.84,3363.4816895
0.84,3363.4816895
1.03,3507.6843262
1.03,3507.6843262
1.03,3507.6843262
1.03,3507.6843262
1.03,3507.6843262
1.03,3507.6843262
1.03,3507.6843262
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
2.46,6336.519043
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.95,3448.6408691
1.36,3262.9682617
1.36,3262.9682617
1.36,3262.9682617
1.36,3262.9682617
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
2.85,5788.3945312
0.61,3157.7976074
1.84,3249.1508789
1.84,3249.1508789
0.58,4945.2915039
0.58,4945.2915039
0.58,4945.2915039
0.58,4945.2915039
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.25,6874.6425781
0.99,3577.5085449
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
0.38,4214.465332
2.46,6417.3969727
2.46,6417.3969727
2.46,6417.3969727
2.46,6417.3969727
2.46,6417.3969727
2.46,6417.3969727
2.46,6417.3969727
0.51,3125.2561035
0.51,3125.2561035
0.51,3125.2561035
0.51,3125.2561035
0.51,3125.2561035
0.51,3125.2561035
0.51,3125.2561035
1.85,5886.6933594
1.85,5886.6933594
1.85,5886.6933594
1.16,3329.2131348
1.16,3329.2131348
1.16,3329.2131348
1.16,3329.2131348
1.16,3329.2131348
1.16,3329.2131348
1.16,3329.2131348
0.61,4524.0922852
0.61,4524.0922852
3.85,3373.3774414
1.7,4469.6728516
1.7,4469.6728516
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
1.17,3235.6193848
68.46,2432.6335449
2.45,5205.4643555
2.45,5205.4643555
2.45,5205.4643555
2.45,5205.4643555
2.45,5205.4643555
2.45,5205.4643555
2.45,5205.4643555
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.25,4324.2421875
0.99,3679.6115723
0.99,3679.6115723
0.99,3679.6115723
0.99,3679.6115723
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.1,3767.9301758
2.05,2695.3330078
2.05,2695.3330078
36.13,2302.5358887
36.13,2302.5358887
36.13,2302.5358887
2.53,4747.4516602
2.53,4747.4516602
2.53,4747.4516602
2.53,4747.4516602
37.49,2993.2185059
0.64,5738.6396484
0.64,5738.6396484
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
1.91,3938.5395508
0.58,4467.8564453
0.58,4467.8564453
0.58,4467.8564453
0.58,4467.8564453
30.25,2531.1201172
30.25,2531.1201172
30.25,2531.1201172
30.25,2531.1201172
0.8,4512.6855469
0.8,4512.6855469
0.8,4512.6855469
0.8,4512.6855469
0.8,4512.6855469
0.8,4512.6855469
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.03,3454.5249023
1.25,2052.8937988
1.25,2052.8937988
1.25,2052.8937988
1.25,2052.8937988
26.4,2558.3808594
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
2.65,5659.637207
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
1.82,4692.9960938
0.62,5052.0634766
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
3.44,4394.1708984
0.05,3768.1179199
0.05,3768.1179199
0.05,3768.1179199
0.58,3490.2272949
0.58,3490.2272949
0.58,3490.2272949
0.58,3490.2272949
0.58,3490.2272949
0.58,3490.2272949
0.58,3490.2272949
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
2.18,4115.1665039
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
1.2,5767.4414062
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
4.83,5657.0839844
1.0,2171.4455566
1.0,2171.4455566
1.0,2171.4455566
1.0,2171.4455566
0.72,4469.1523438
0.72,4469.1523438
0.72,4469.1523438
0.72,4469.1523438
0.72,4469.1523438
0.72,4469.1523438
8.05,2089.9619141
8.05,2089.9619141
0.84,4373.7387695
0.84,4373.7387695
0.84,4373.7387695
0.84,4373.7387695
0.84,4373.7387695
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.26,4118.3417969
0.77,3115.1235352
0.77,3115.1235352
0.77,3115.1235352
0.77,3115.1235352
0.77,3115.1235352
0.77,3115.1235352
1.04,3889.7397461
1.19,3785.5839844
1.19,3785.5839844
1.19,3785.5839844
1.1,3800.0251465
1.1,3800.0251465
1.1,3800.0251465
1.1,3800.0251465
0.19,4796.0405273
69.0,2368.1135254
1.18,6840.4658203
1.18,6840.4658203
1.18,6840.4658203
1.18,6840.4658203
1.18,6840.4658203
2.22,4826.3364258
0.93,5394.5126953
0.93,5394.5126953
0.93,5394.5126953
0.93,5394.5126953
0.93,5394.5126953
1.39,4246.3339844
1.39,4246.3339844
1.39,4246.3339844
1.81,2696.4655762
1.81,2696.4655762
1.81,2696.4655762
0.69,4273.8725586
0.69,4273.8725586
0.69,4273.8725586
0.69,4273.8725586
0.69,4273.8725586
0.69,4273.8725586
0.69,4273.8725586
2.39,2604.9272461
1.47,5156.2719727
1.47,5156.2719727
1.47,5156.2719727
1.47,5156.2719727
1.47,5156.2719727
1.47,5156.2719727
2.46,6510.7885742
2.46,6510.7885742
2.64,2359.2353516
2.64,2359.2353516
2.64,2359.2353516
2.64,2359.2353516
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.08,5866.65625
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
1.51,7863.5341797
0.8,5344.8393555
0.8,5344.8393555
0.8,5344.8393555
1.06,4990.7128906
3.13,4202.7456055
1.6,3403.9780273
1.6,3403.9780273
2.16,2939.7421875
2.16,2939.7421875
2.16,2939.7421875
2.16,2939.7421875
2.16,2939.7421875
1.6,4032.7924805
1.6,4032.7924805
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
0.97,4978.0727539
2.43,5085.8510742
2.43,5085.8510742
2.43,5085.8510742
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
0.86,5239.0004883
1.47,4219.6757812
1.18,4611.7939453
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
1.18,6395.6074219
35.14,2549.0488281
1.03,3403.9023438
1.03,3403.9023438
1.57,3231.4233398
1.57,3231.4233398
3.33,4062.890625
3.33,4062.890625
3.33,4062.890625
3.33,4062.890625
3.33,4062.890625
3.33,4062.890625
3.33,4062.890625
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
1.51,4118.2143555
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.97,4400.3681641
0.18,1999.9310303
0.18,1999.9310303
0.18,1999.9310303
0.18,1999.9310303
0.59,2135.7592773
0.59,2135.7592773
0.71,2398.8474121
1.25,2025.822876
1.24,1948.1148682
1.24,1948.1148682
1.24,1948.1148682
0.71,2290.4260254
2.14,1667.6464844
2.14,1667.6464844
2.14,1667.6464844
1.52,1671.1350098
2.15,1934.6472168
0.95,2052.7519531
0.95,2052.7519531
0.95,2052.7519531
0.95,2052.7519531
2.26,2382.6501465
2.08,2358.96875
2.28,2337.1938477
70.29,2346.6052246
1.53,2624.720459
1.53,2624.720459
1.52,2816.3222656
1.47,2901.7023926
1.51,2834.0444336
1.51,2834.0444336
1.19,2899.8791504
1.19,2899.8791504
1.61,3234.2697754
41.13,2842.7087402
3.1,3484.1276855
3.1,3484.1276855
3.1,3484.1276855
3.1,3484.1276855
1.3,2735.8964844
1.3,2735.8964844
1.3,2735.8964844
1.3,2735.8964844
0.91,2666.5517578
0.91,2666.5517578
0.91,2666.5517578
2.01,3005.3190918
2.01,3005.3190918
1.62,3041.8566895
1.62,3041.8566895
1.62,3041.8566895
19.91,6006.8666992
3.05,5007.6367188
3.05,5007.6367188
3.05,5007.6367188
3.05,5007.6367188
1.02,4382.2646484
1.02,4382.2646484
1.02,4382.2646484
1.02,4382.2646484
1.02,4382.2646484
1.02,4382.2646484
1.14,4248.8178711
1.14,4248.8178711
3.01,2393.637207
0.92,4028.9138184
0.92,4028.9138184
0.92,4028.9138184
0.92,4028.9138184
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
2.89,6234.7143555
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
4.67,5358.7070312
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
0.64,4555.3457031
