PrimayAccess,GID
11359.643788605672,420102
12129.41520217838,420103
12014.146738318652,420104
11093.293016131236,420105
14699.38815360874,420106
5900.556447406124,420107
9058.542698150284,420111
8382.456854925662,420112
5135.017012619298,420113
1584.31033102117,420114
1721.8047444209722,420115
3332.093441590124,420116
6735.942472091095,420117
