PrimayAccess,GID
11701.847850792576,110101
12108.779005182765,110102
8928.807141794585,110105
7924.09609724627,110106
7122.852167727458,110107
2492.326460870147,110108
40.24988330746224,110109
1387.8118232076815,110111
1597.0922251569496,110112
4403.644754514742,110113
4416.029727055846,110114
1699.803788380748,110115
1.1739797334334917e-10,110116
3449.7956507674007,110117
0.00029907814292750407,110118
0.2502165903864337,110119
