PrimayAccess,GID
12170.726137273225,230202
9889.087795138077,230203
1325.1893147768633,230204
2145.899247956669,230205
6746.602999050481,230206
7674.660478867464,230207
7399.241775249443,230208
7661.086053397746,230221
3034.0678961035696,230223
7648.298270198903,230224
7546.214190913192,230225
7661.432114803661,230227
38.64013598119533,230229
7656.866178352708,230230
7659.058360417213,230231
7656.099031305095,230281
