PrimayAccess,GID
8260.575709323168,530802
6784.31306838772,530821
7628.705706475018,530822
7890.829690459686,530823
7533.784879642077,530824
6937.034497466831,530825
7538.299424495421,530826
7661.603521778408,530827
7103.378938229878,530828
479.65997621695476,530829
