PrimayAccess,GID
2881.040299482799,440303
5160.4830504101565,440304
5852.110536773895,440305
2333.0617024821163,440306
3113.595574048711,440307
466.42667460807814,440308
4249.710813261198,440309
2176.6127099517407,440310
2542.5527505967425,440311
1785.4244858463412,440312
