PrimayAccess,GID
11301.094993785118,440103
14536.299953929954,440104
10318.17761560808,440105
7864.8760285322005,440106
3821.2328023164337,440111
2952.7165618456634,440112
3234.0296134615055,440113
2063.2008368476136,440114
777.4235324839373,440115
909.2739089969307,440117
1370.0648439170213,440118
