distance_group,HousePrice,Weight
52.5,2724.5696288966665,60
53.0,2876.273255231507,146
53.5,2505.581710005263,19
54.0,2498.0146728600002,20
54.5,2491.3380371,5
55.0,2766.3541504,10
55.5,2342.3396911666664,12
56.0,2678.854899085185,54
56.5,2592.0355255141667,120
57.0,2471.519855956,50
57.5,2176.383895009434,53
58.0,2645.7926184695652,23
58.5,2385.894230769231,26
59.0,2744.55810547,10
59.5,2312.426922605,20
60.0,2589.94067383,10
60.5,2295.2766019461537,39
61.0,3211.920881004762,84
61.5,2541.24812012,10
62.0,2645.5611014171427,35
62.5,2930.6372680642858,56
63.0,2360.1184082,1
63.5,2575.83745116,10
64.0,2404.5592651425,40
64.5,2196.2327441439998,25
65.0,2437.964374253846,13
65.5,2465.3501807034013,147
66.0,2362.220998652632,19
66.5,2537.86660158,5
67.0,2449.62739561875,16
67.5,2521.653018363158,38
68.0,2427.6863005231885,69
68.5,2527.255710543151,146
69.0,2358.9654280119657,117
69.5,2393.4485743502146,233
70.0,2435.909383676316,152
70.5,2491.913497115789,57
71.0,2556.534577643,100
71.5,2529.930066050562,89
72.0,2544.856325239344,61
72.5,2751.3501151071428,14
73.0,2555.3979492190474,21
73.5,3020.7796224,3
74.0,3309.3457519533335,15
74.5,2462.399232517949,39
75.0,2516.624755866667,3
75.5,2879.8014322833333,6
76.0,2696.432067875,4
76.5,2442.9716797,4
77.0,2351.861572259524,42
77.5,2279.62927249375,16
78.0,2531.886698616495,97
78.5,2415.6890336897436,39
79.0,2260.3522949,1
79.5,2451.5097307571427,7
80.0,2247.3795340214283,14
80.5,2479.438042511111,9
81.0,3321.0827637,2
81.5,2188.3782784285713,7
82.0,2188.2012481625,16
82.5,3224.2643771666667,9
84.0,2289.188476566667,6
84.5,3240.937805175,4
85.0,2875.443324485714,7
85.5,2396.3093697642857,28
86.5,2230.908935533333,3
87.0,2225.0117187571427,7
88.0,2178.239388617857,28
88.5,2524.23742675,2
90.0,2453.029920788889,9
90.5,2238.27064208,20
91.5,2476.9055176,1
92.5,2529.0987549,2
97.0,2129.4758301,1
106.5,2788.0121460249998,4
107.0,2462.84143065,2
108.0,3299.119751,2
113.0,2528.6882324,1
114.0,2466.1352539,2
118.5,2530.0368303571427,7
125.5,2140.3896484,1
142.0,2218.5640869,2
145.0,2594.0463867,1
145.5,2545.201372407143,28
146.0,2578.218558157143,14
146.5,2601.8855387166664,6
147.0,2597.2529703833334,6
147.5,2673.6552530916665,12
148.5,2876.8215332,2
149.0,2882.2359008625,8
149.5,2873.3705982794118,34
150.0,2792.7900320864287,140
150.5,2830.7168259238097,42
151.0,2822.5094494393443,61
156.5,2699.069767876923,13
163.0,2684.62390135,4
163.5,2668.521413705263,38
164.0,2668.09194338,5
165.5,2876.325032566667,3
166.0,2571.2603353,3
169.5,2792.15193176875,16
170.0,2454.931749133333,9
176.0,2369.319458016667,6
193.5,2190.3818795380953,42
196.0,2243.816808370588,34
200.0,2242.7024676961537,26
