distance_group,HousePrice,Weight
1,18767.88171065531,26152
2,17427.417163123966,66495
3,17324.974622468286,91520
4,17011.50153412308,86573
5,17766.70938928019,78020
6,17932.830857234,64310
7,17825.307526177003,62107
8,17348.130762502333,57247
9,17230.65987757888,54972
10,16984.47110903547,56768
11,16586.118897175595,49206
12,16160.699527818964,42443
13,16259.258631468027,39125
14,16143.54722176652,34056
15,15622.986076655316,30165
16,14775.247305476594,31201
17,14275.376269018756,29840
18,14252.466985865602,27218
19,14271.600326553767,23631
20,14493.16257016594,19841
21,14174.648429940402,16908
22,13570.560643219718,15812
23,13691.87853692227,15424
24,13466.432505744044,13307
25,13030.289233076435,12022
26,12911.703759474469,11120
27,12109.019004796693,10793
28,12752.612275237763,9054
29,12337.853296671969,7670
30,12388.66727717562,7543
31,12442.82338543699,7248
32,12046.277408452914,6936
33,11610.093671990902,6638
34,10977.152669216803,6088
35,10405.420504540332,5539
36,9905.742808880985,5632
37,9597.375273206995,5575
38,9331.562151529846,5401
39,9207.219769494584,4321
40,9443.88986073925,3432
41,9504.93322336479,2769
42,9859.594283261096,2244
43,9800.744177504803,1916
44,9859.295680355668,1667
45,9520.907216385027,1516
46,9334.72327139752,1290
47,9317.885871283794,1086
48,9130.826746954546,1012
49,9534.555115838986,967
50,9151.640207382252,986
51,9134.997292791684,986
52,8927.229145943511,917
53,9057.834850173269,823
54,8983.57254501544,829
55,8689.46281351964,779
56,8375.826234431672,843
57,8828.049200554007,524
58,8647.772282222555,603
59,9256.422806917606,568
60,9079.43023416207,551
61,8865.373091641915,606
62,9081.480790589427,804
63,9083.09662664978,683
64,9045.012782094693,829
65,9204.427488632778,781
66,9146.085827929302,918
67,9194.016069684028,1008
68,8983.204511320824,946
69,9286.33725006468,688
70,9858.286352945825,539
71,9233.071326735399,452
72,9390.954141504973,382
73,9908.264420693433,335
74,9575.311127779376,257
75,9095.211257680809,297
76,9983.193081229194,298
77,9228.067787669424,278
78,9390.996472234077,179
79,9105.21480825051,196
80,8829.187647529412,187
81,8768.336194175676,185
82,9072.52948780641,156
83,8716.032456947887,142
84,9013.751771318439,141
85,8761.339788551304,115
86,8799.41839324955,111
87,8573.91197791077,65
88,8750.626652412195,82
89,8844.058031301267,79
90,8719.437845050667,75
91,8679.78509177324,71
92,9054.95980246842,114
93,8921.173116943479,46
94,8498.167868592307,39
95,8832.823120121875,32
96,8481.617838553333,15
97,8643.9067383,18
98,7986.5412310588235,17
99,8535.300699866666,12
100,8658.13405966,15
101,8460.02773438,10
102,8337.935498050001,10
103,9860.313720716667,6
104,8745.2953491125,8
105,8750.802978516667,6
106,8576.540527342857,14
107,7802.10332032,5
108,9253.66552735,2
109,8476.1308594,1
111,8431.09594725,4
112,8855.6049805,2
113,8385.3429362,3
114,6706.225667333333,3
115,6779.408569333333,3
116,9701.6542969,1
117,9294.7924805,2
120,8241.62109375,2
121,8320.7973633,1
132,7515.6264648,1
135,8611.0942383,1
