distance_group,HousePrice,Weight
55.5,16137.3942057375,48
56.0,15297.720005576191,42
56.5,14814.369081439394,33
57.0,16602.482486963334,30
57.5,15510.961871617392,23
58.0,15879.865931923809,42
58.5,15281.05974969592,49
59.0,16152.993301126315,57
59.5,15438.048300254055,37
60.0,17047.31764912727,11
60.5,15112.657986118518,27
61.0,16556.6571655375,32
61.5,15223.718155591303,23
62.0,17170.5624050375,72
62.5,18791.927226576,75
63.0,16299.842851559999,50
63.5,16988.041503901786,56
64.0,16815.517363275998,50
64.5,17288.656331374998,36
65.0,17277.724989147224,36
65.5,16610.623958336666,30
66.0,16327.429151964516,31
66.5,18561.6764323,3
67.0,16100.329150394999,20
67.5,14903.726740063636,11
68.0,18319.140497626086,23
68.5,15759.319158400001,11
69.0,17141.147638500002,11
69.5,17429.134965953846,39
70.0,15611.695571002942,34
70.5,16731.748942050002,12
71.0,16328.53808595,14
71.5,15693.240136715001,20
72.0,14445.75282505357,28
72.5,16604.572753908335,24
73.0,16060.741141164284,14
73.5,16276.664632175001,12
74.0,16241.89103618421,19
74.5,16913.012044258332,12
75.0,15850.30091144,15
75.5,15525.584263392857,28
76.0,16917.8828125,3
76.5,15605.020996090001,20
77.0,16511.3536377,16
77.5,16979.471354166668,12
78.0,17119.48654513333,9
78.5,19427.0292969,2
79.0,17432.7128906,2
79.5,20626.814453125,4
80.0,20132.750525853848,13
80.5,19796.092230911112,9
81.0,14135.372395866667,3
81.5,17778.444438726317,19
82.0,17348.444697622224,27
82.5,15302.50143228,15
83.0,18296.78613285,2
83.5,16505.75195315,4
84.0,18297.232356779998,15
84.5,19249.522677977777,9
85.0,16097.890136725,4
85.5,16878.575683575,4
86.0,12880.0537109,1
86.5,16342.1226806625,8
87.0,18187.784423833335,12
87.5,17401.95996092,5
88.0,16924.1054688,1
88.5,20406.9453125,3
89.0,19058.47246092,10
89.5,19688.490792414286,7
90.0,20528.1386719,2
90.5,18549.9546875,5
91.0,18455.16640628,5
91.5,17330.542643233333,48
92.0,17030.78349034706,17
92.5,17253.52058293846,13
93.5,17398.23858173077,13
94.0,18275.642857128572,7
94.5,16282.90156248,5
95.0,18271.562890620004,15
95.5,15047.71777345,2
96.0,14518.480143233333,3
96.5,18264.90703122,5
97.0,17524.3720703,3
97.5,12545.0371094,1
98.0,18211.603794614286,7
98.5,16314.578559011112,9
99.0,15421.9020996,4
99.5,18424.630859366665,3
100.0,13920.6728516,3
100.5,16456.152832033335,6
101.0,13879.9707031,2
101.5,13746.1646728625,8
102.0,14694.432532278262,23
102.5,13695.294189458335,12
103.0,18106.6347656,2
103.5,20274.423177066667,3
104.5,13728.8378906,6
106.0,13820.70361325,4
106.5,17078.91894532,5
108.0,15832.760881685714,7
108.5,13963.439127566666,3
109.0,12831.165364566667,3
109.5,12834.586181650002,12
110.5,13724.205078116667,6
111.0,15649.492513,6
111.5,13329.6582031,2
112.0,13331.9296875,1
113.5,13187.04589845,2
114.0,13300.17734373,10
115.5,13250.46875,5
116.0,13333.3095703,1
117.0,13455.1035156,1
117.5,13316.72753905,2
118.0,13332.7490234,1
120.5,13297.3225097875,8
122.5,12946.78295895,4
